booking_id,rental_company,pickup_country,customer_segment,vehicle_class,booking_date,pickup_year,pickup_month,lead_time,rental_days,daily_rate,total_revenue,adults,children,is_cancelled,payment_type,loyalty_tier,insurance_opted,child_seat_requested
DN709272,DriveNow,JPN,Direct,Hatchback,2024-03-24,2024,August,137,13,1728.36,22468.68,2,0,0,UPI,None,1,0
DN709273,RoadKing,ARE,Direct,Premium SUV,2025-09-15,2025,November,47,7,5260.14,36820.98,2,0,0,Corporate Billing,None,1,0
DN709274,RoadKing,MYS,Corporate,Premium SUV,2024-07-28,2024,August,11,1,4695.91,4695.91,2,1,0,Corporate Billing,None,0,1
DN709275,EcoRent,IND,Direct,Luxury,2025-12-30,2026,March,65,5,8884.11,44420.55,2,1,0,UPI,None,0,1
DN709276,DriveNow,IND,Direct,Premium SUV,2026-08-25,2026,September,9,1,4905.69,4905.69,2,1,1,Credit Card,None,1,0
DN709277,EcoRent,JPN,Corporate,Hatchback,2026-01-23,2026,March,63,5,1645.47,8227.35,2,0,0,Credit Card,None,0,1
DN709278,RoadKing,USA,Online TA,Sedan,2025-07-14,2025,July,6,1,2431.18,2431.18,2,0,1,Corporate Billing,None,0,0
DN709279,DriveNow,AUS,Online TA,Hatchback,2024-10-13,2025,February,118,5,1770.04,8850.2,2,0,0,UPI,Silver,1,1
DN709280,DriveNow,IND,Direct,SUV,2026-06-01,2026,June,19,9,3419.02,30771.18,2,0,0,UPI,None,0,0
DN709281,RoadKing,ZAF,Online TA,Van,2024-07-31,2024,September,33,4,4612.19,18448.76,3,0,0,Credit Card,Silver,0,1
DN709282,CityWheels,ARE,Direct,Hatchback,2026-02-24,2026,April,62,3,1809.19,5427.57,1,0,0,Credit Card,None,0,1
DN709283,EcoRent,MYS,Offline TA/TO,SUV,2025-03-24,2025,April,34,6,2661.21,15967.26,4,0,0,Corporate Billing,None,0,0
DN709284,PrimeCars,ARE,Corporate,Sedan,2024-05-08,2024,May,14,2,2680.73,5361.46,2,0,0,Corporate Billing,Platinum,1,0
DN709285,CityWheels,ARE,Offline TA/TO,Hatchback,2026-05-18,2026,June,40,4,1640.55,6562.2,1,0,0,Corporate Billing,None,0,0
DN709286,DriveNow,ARE,Direct,Hatchback,2025-04-22,2025,July,88,11,1323.37,14557.07,3,1,0,Cash,None,1,0
DN709287,RoadKing,AUS,Online TA,Hatchback,2024-06-15,2024,August,66,3,1898.21,5694.63,2,0,0,Debit Card,Gold,0,1
DN709288,PrimeCars,GBR,Corporate,Hatchback,2026-09-27,2026,October,20,14,1210.07,16940.98,3,1,0,Debit Card,None,0,0
DN709289,PrimeCars,FRA,Offline TA/TO,Hatchback,2026-04-29,2026,May,27,6,1564.0,9384.0,2,0,0,UPI,None,1,0
DN709290,PrimeCars,IND,Corporate,SUV,2026-09-11,2026,October,23,10,3147.09,31470.9,3,0,0,Corporate Billing,None,0,0
DN709291,RoadKing,SGP,Direct,Sedan,2025-12-17,2025,December,10,10,2371.72,23717.2,2,0,1,Debit Card,Silver,0,0
DN709292,RoadKing,THA,Corporate,Premium SUV,2024-05-20,2024,June,21,3,5227.06,15681.18,3,0,0,UPI,Silver,0,0
DN709293,DriveNow,SGP,Direct,SUV,2023-12-27,2024,April,120,10,4092.81,40928.1,3,0,1,Credit Card,Silver,0,0
DN709294,PrimeCars,IND,Online TA,Van,2024-08-19,2024,September,29,2,3971.93,7943.86,1,0,0,UPI,Gold,1,0
DN709295,PrimeCars,AUS,Online TA,Premium SUV,2025-09-18,2025,November,46,1,5133.93,5133.93,1,0,0,Corporate Billing,None,0,0
DN709296,RoadKing,SGP,Direct,Hatchback,2024-05-07,2024,June,35,7,1634.72,11443.04,3,3,0,Debit Card,None,0,1
DN709297,DriveNow,IND,Offline TA/TO,Premium SUV,2026-10-14,2026,November,33,7,4854.68,33982.76,3,0,0,UPI,None,1,1
DN709298,RoadKing,IND,Direct,Premium SUV,2024-11-13,2025,February,94,5,5644.11,28220.55,2,0,0,Debit Card,None,0,1
DN709299,RoadKing,GBR,Offline TA/TO,Hatchback,2026-05-31,2026,August,72,9,1752.51,15772.59,1,2,1,Corporate Billing,None,0,0
DN709300,EcoRent,IND,Corporate,Sedan,2025-07-25,2025,September,56,11,3110.76,34218.36,2,1,0,Debit Card,None,0,0
DN709301,RoadKing,MYS,Corporate,Hatchback,2024-03-23,2024,May,46,5,1573.57,7867.85,1,0,0,Credit Card,Gold,0,0
DN709302,DriveNow,DEU,Corporate,Sedan,2025-09-07,2025,October,49,4,2323.43,9293.72,4,0,0,Credit Card,Platinum,1,0
DN709303,DriveNow,DEU,Corporate,Van,2025-08-01,2025,December,142,2,3115.12,6230.24,4,1,0,Debit Card,None,1,0
DN709304,RoadKing,IND,Corporate,Sedan,2025-04-16,2025,July,76,4,1933.46,7733.84,2,0,0,Credit Card,None,0,1
DN709305,PrimeCars,JPN,Loyalty Club,SUV,2025-02-26,2025,March,27,6,2003.79,12022.74,2,0,0,Credit Card,None,1,0
DN709306,RoadKing,IND,Direct,Sedan,2023-10-29,2024,January,80,1,2099.77,2099.77,5,0,0,Credit Card,None,0,0
DN709307,EcoRent,IND,Online TA,Hatchback,2024-03-12,2024,March,6,1,1883.59,1883.59,1,0,0,Debit Card,Platinum,1,1
DN709308,DriveNow,ZAF,Online TA,Premium SUV,2025-07-17,2025,September,67,5,4538.12,22690.6,2,1,0,Debit Card,Gold,0,0
DN709309,CityWheels,FRA,Offline TA/TO,Sedan,2025-01-13,2025,January,2,3,1825.41,5476.23,2,1,0,Corporate Billing,Platinum,1,0
DN709310,RoadKing,SGP,Direct,SUV,2024-04-15,2024,May,19,7,2557.89,17905.23,4,0,0,Debit Card,Gold,0,0
DN709311,RoadKing,DEU,Loyalty Club,Luxury,2025-08-19,2025,September,39,3,11792.39,35377.17,4,0,0,Corporate Billing,Gold,1,1
DN709312,DriveNow,IND,Direct,Van,2026-08-08,2026,August,5,8,4235.87,33886.96,2,0,0,Credit Card,None,0,0
DN709313,PrimeCars,JPN,Direct,Sedan,2024-08-27,2024,October,44,4,2432.26,9729.04,1,0,0,UPI,Gold,0,0
DN709314,EcoRent,IND,Offline TA/TO,Sedan,2025-08-07,2025,August,7,9,2834.53,25510.77,2,0,0,Corporate Billing,Silver,0,0
DN709315,EcoRent,USA,Offline TA/TO,SUV,2026-01-28,2026,February,23,3,2858.23,8574.69,4,0,0,Credit Card,Silver,1,0
DN709316,RoadKing,USA,Direct,SUV,2025-01-04,2025,March,61,8,3450.15,27601.2,3,1,0,UPI,None,1,0
DN709317,RoadKing,SGP,Corporate,Premium SUV,2026-02-14,2026,May,88,4,5287.01,21148.04,2,0,0,Credit Card,None,0,0
DN709318,PrimeCars,ARE,Offline TA/TO,Van,2024-08-21,2024,November,74,6,3688.91,22133.46,2,0,1,UPI,None,0,0
DN709319,CityWheels,JPN,Direct,Sedan,2025-09-24,2025,October,19,6,2417.06,14502.36,2,0,0,UPI,Silver,0,0
DN709320,EcoRent,MYS,Direct,SUV,2026-08-29,2026,October,35,4,2951.32,11805.28,2,0,0,Debit Card,Silver,1,0
DN709321,DriveNow,THA,Direct,SUV,2024-06-15,2024,September,81,7,3972.6,27808.2,2,1,0,Debit Card,None,1,0
DN709322,PrimeCars,SGP,Corporate,SUV,2023-12-01,2024,February,75,5,3962.17,19810.85,3,0,0,UPI,None,0,0
DN709323,DriveNow,IND,Corporate,Van,2026-02-06,2026,March,28,8,4390.86,35126.88,2,0,0,UPI,Silver,0,0
DN709324,PrimeCars,MYS,Corporate,Sedan,2024-09-05,2024,October,43,8,1937.37,15498.96,3,0,0,Credit Card,None,1,0
DN709325,CityWheels,SGP,Corporate,Sedan,2026-05-23,2026,June,13,4,2418.46,9673.84,2,0,0,Debit Card,Platinum,0,0
DN709326,DriveNow,ZAF,Direct,Premium SUV,2026-03-31,2026,April,1,2,5540.33,11080.66,1,0,0,Debit Card,None,0,0
DN709327,DriveNow,SGP,Offline TA/TO,Hatchback,2024-06-05,2024,June,10,6,1496.4,8978.4,3,0,0,Corporate Billing,None,0,0
DN709328,CityWheels,DEU,Direct,Hatchback,2026-01-29,2026,March,37,2,1355.71,2711.42,2,0,0,Credit Card,Gold,0,0
DN709329,DriveNow,ZAF,Direct,Van,2024-12-15,2025,February,55,8,4555.5,36444.0,3,0,0,Debit Card,None,1,0
DN709330,DriveNow,ARE,Direct,Luxury,2025-04-25,2025,May,28,3,8213.35,24640.05,3,0,0,UPI,None,1,1
DN709331,RoadKing,FRA,Direct,SUV,2025-07-19,2025,August,18,3,4301.21,12903.63,1,0,1,Credit Card,Platinum,0,0
DN709332,DriveNow,USA,Corporate,Premium SUV,2024-07-02,2024,September,81,6,5350.8,32104.8,3,3,1,UPI,Gold,0,0
DN709333,RoadKing,USA,Offline TA/TO,Sedan,2024-05-31,2024,July,37,10,2391.73,23917.3,2,0,1,Corporate Billing,None,0,0
DN709334,CityWheels,AUS,Online TA,Sedan,2024-07-28,2024,August,31,6,1802.86,10817.16,3,0,0,Credit Card,Silver,0,0
DN709335,EcoRent,GBR,Online TA,Hatchback,2024-03-31,2024,July,109,4,1724.76,6899.04,3,0,0,UPI,None,1,1
DN709336,CityWheels,IND,Corporate,Sedan,2026-02-21,2026,June,104,7,3037.0,21259.0,2,0,1,Corporate Billing,Gold,0,0
DN709337,CityWheels,AUS,Online TA,Hatchback,2023-10-18,2024,February,118,8,1596.76,12774.08,1,0,1,Credit Card,None,0,1
DN709338,DriveNow,IND,Corporate,Sedan,2024-07-16,2024,October,84,11,2541.76,27959.36,4,0,0,Credit Card,None,1,0
DN709339,PrimeCars,ZAF,Offline TA/TO,SUV,2024-04-12,2024,June,54,8,3398.01,27184.08,1,2,0,Credit Card,Silver,0,0
DN709340,PrimeCars,ARE,Corporate,Sedan,2024-11-11,2025,January,72,3,2189.72,6569.16,2,0,0,Debit Card,Silver,1,0
DN709341,PrimeCars,AUS,Direct,Hatchback,2024-01-02,2024,February,52,8,1879.35,15034.8,2,0,0,Credit Card,Gold,1,0
DN709342,PrimeCars,IND,Direct,Sedan,2024-05-04,2024,July,63,9,2767.37,24906.33,3,1,1,UPI,None,0,0
DN709343,DriveNow,JPN,Direct,Sedan,2026-07-03,2026,July,11,6,2034.49,12206.94,1,0,0,Credit Card,Gold,0,0
DN709344,RoadKing,IND,Online TA,SUV,2026-08-28,2026,December,104,8,3345.83,26766.64,1,0,1,UPI,Gold,0,1
DN709345,DriveNow,IND,Direct,Van,2025-02-07,2025,March,45,5,4219.66,21098.3,2,0,0,Cash,None,0,0
DN709346,EcoRent,USA,Corporate,Premium SUV,2025-07-06,2025,August,43,6,4270.6,25623.6,2,0,0,UPI,Platinum,0,1
DN709347,RoadKing,IND,Online TA,Premium SUV,2025-09-16,2025,September,12,7,4861.62,34031.34,3,0,0,Credit Card,Silver,0,0
DN709348,PrimeCars,USA,Corporate,Hatchback,2024-04-11,2024,June,55,1,1355.16,1355.16,2,0,0,Credit Card,None,0,0
DN709349,DriveNow,AUS,Direct,Sedan,2025-12-15,2026,May,139,8,2310.29,18482.32,2,3,1,Debit Card,Gold,0,0
DN709350,PrimeCars,DEU,Corporate,SUV,2025-11-17,2025,December,22,8,3763.24,30105.92,2,0,0,Cash,Silver,1,0
DN709351,CityWheels,IND,Direct,Hatchback,2026-03-27,2026,May,49,1,956.94,956.94,2,1,0,UPI,None,0,0
DN709352,CityWheels,ARE,Corporate,Sedan,2026-01-07,2026,January,17,7,2903.72,20326.04,2,0,0,Corporate Billing,None,0,0
DN709353,PrimeCars,JPN,Corporate,Van,2025-09-30,2025,December,69,4,2602.01,10408.04,4,0,0,Corporate Billing,None,0,0
DN709354,RoadKing,GBR,Corporate,SUV,2025-05-02,2025,June,40,5,2457.28,12286.4,2,0,0,Debit Card,Silver,0,0
DN709355,RoadKing,ARE,Corporate,Luxury,2025-04-01,2025,April,9,2,8805.93,17611.86,3,0,0,Corporate Billing,None,0,0
DN709356,PrimeCars,SGP,Loyalty Club,Hatchback,2024-07-05,2024,October,88,10,2298.75,22987.5,3,0,0,UPI,None,0,0
DN709357,CityWheels,SGP,Loyalty Club,SUV,2023-11-12,2024,January,52,4,2957.54,11830.16,2,0,0,Credit Card,None,0,0
DN709358,CityWheels,SGP,Corporate,Van,2025-05-29,2025,September,110,4,3251.92,13007.68,2,0,0,Credit Card,Silver,0,0
DN709359,RoadKing,THA,Online TA,Sedan,2026-02-23,2026,April,41,2,2592.94,5185.88,2,0,0,UPI,Silver,0,0
DN709360,EcoRent,IND,Corporate,SUV,2026-06-19,2026,July,27,4,4697.96,18791.84,1,0,0,UPI,Gold,0,0
DN709361,PrimeCars,MYS,Direct,Sedan,2026-11-22,2026,November,6,3,2367.23,7101.69,3,2,0,UPI,Gold,0,0
DN709362,EcoRent,MYS,Online TA,Van,2024-05-11,2024,May,12,2,4600.36,9200.72,1,1,0,Corporate Billing,None,0,0
DN709363,EcoRent,THA,Corporate,Hatchback,2024-04-19,2024,August,130,10,1874.38,18743.8,1,0,0,Credit Card,None,0,0
DN709364,DriveNow,IND,Offline TA/TO,SUV,2025-10-17,2025,November,27,2,2633.36,5266.72,2,0,0,Credit Card,Silver,0,0
DN709365,RoadKing,FRA,Direct,SUV,2025-02-09,2025,February,18,7,2656.87,18598.09,2,0,0,UPI,None,0,0
DN709366,EcoRent,ZAF,Corporate,Sedan,2025-02-02,2025,April,77,6,2470.8,14824.8,2,0,1,UPI,Silver,0,1
DN709367,RoadKing,SGP,Corporate,SUV,2026-06-24,2026,September,74,5,2511.48,12557.4,2,0,0,Corporate Billing,None,1,0
DN709368,CityWheels,IND,Loyalty Club,Van,2025-01-01,2025,March,60,5,4191.06,20955.3,1,0,0,Credit Card,Silver,0,0
DN709369,RoadKing,DEU,Online TA,Sedan,2024-07-28,2024,August,10,4,2605.59,10422.36,2,0,0,Corporate Billing,None,0,0
DN709370,EcoRent,THA,Offline TA/TO,Sedan,2024-09-30,2024,November,49,5,2452.62,12263.1,4,1,0,UPI,Platinum,0,1
DN709371,CityWheels,ARE,Offline TA/TO,Sedan,2025-08-13,2025,August,3,2,2277.44,4554.88,5,0,0,Credit Card,None,0,0
DN709372,PrimeCars,JPN,Offline TA/TO,Sedan,2024-12-23,2025,March,78,12,2486.76,29841.12,5,0,0,UPI,Silver,0,0
DN709373,PrimeCars,GBR,Online TA,Hatchback,2024-04-19,2024,July,81,2,1136.22,2272.44,2,0,0,Cash,None,0,0
DN709374,DriveNow,AUS,Offline TA/TO,Sedan,2023-12-09,2024,January,41,6,2320.58,13923.48,3,1,0,Corporate Billing,Silver,0,1
DN709375,CityWheels,MYS,Offline TA/TO,Sedan,2024-04-29,2024,June,52,7,2340.4,16382.8,4,0,0,Credit Card,Gold,0,0
DN709376,PrimeCars,IND,Corporate,Sedan,2025-06-02,2025,August,79,6,2415.37,14492.22,2,0,0,Cash,Silver,0,0
DN709377,CityWheels,ZAF,Offline TA/TO,Hatchback,2025-06-18,2025,July,40,12,2042.26,24507.12,1,0,1,Debit Card,Gold,0,0
DN709378,EcoRent,MYS,Offline TA/TO,Hatchback,2025-07-23,2025,August,32,1,1380.97,1380.97,2,1,1,Corporate Billing,Silver,0,0
DN709379,DriveNow,IND,Online TA,Hatchback,2023-12-09,2024,April,129,3,1493.15,4479.45,1,0,1,UPI,None,0,0
DN709380,EcoRent,IND,Loyalty Club,Van,2024-01-02,2024,January,1,5,3250.82,16254.1,2,0,0,Debit Card,None,0,0
DN709381,DriveNow,THA,Corporate,Premium SUV,2026-04-23,2026,July,81,3,3537.76,10613.28,2,0,0,Credit Card,None,0,0
DN709382,EcoRent,IND,Direct,Luxury,2026-08-04,2026,October,72,6,8824.26,52945.56,2,1,0,UPI,Silver,1,0
DN709383,CityWheels,IND,Direct,Van,2024-09-29,2024,December,71,1,3857.76,3857.76,1,0,1,UPI,Silver,0,0
DN709384,DriveNow,THA,Online TA,Van,2024-08-24,2025,January,133,5,3047.29,15236.45,2,0,0,Debit Card,None,0,0
DN709385,CityWheels,SGP,Corporate,Sedan,2023-12-06,2024,January,37,7,2995.45,20968.15,3,0,0,UPI,None,0,0
DN709386,CityWheels,IND,Direct,Hatchback,2025-07-22,2025,September,48,3,2257.55,6772.65,2,0,0,Corporate Billing,Silver,0,1
DN709387,RoadKing,ARE,Offline TA/TO,Premium SUV,2025-04-19,2025,April,6,1,5451.89,5451.89,2,0,0,UPI,Gold,0,0
DN709388,PrimeCars,JPN,Offline TA/TO,SUV,2025-11-22,2026,January,56,4,3174.05,12696.2,2,0,0,UPI,None,0,1
DN709389,RoadKing,JPN,Online TA,Hatchback,2025-04-19,2025,July,85,8,1493.8,11950.4,2,0,0,Debit Card,None,0,0
DN709390,EcoRent,DEU,Offline TA/TO,Premium SUV,2026-11-07,2026,December,47,4,5194.18,20776.72,4,0,1,Credit Card,None,0,0
DN709391,EcoRent,GBR,Online TA,Sedan,2024-02-17,2024,May,94,6,2374.11,14244.66,2,0,0,Credit Card,Gold,0,0
DN709392,RoadKing,JPN,Offline TA/TO,Premium SUV,2026-05-15,2026,July,58,8,3816.77,30534.16,1,0,0,Cash,None,0,0
DN709393,RoadKing,ARE,Direct,Sedan,2026-09-11,2026,December,92,6,2398.07,14388.42,2,0,0,Debit Card,None,0,0
DN709394,CityWheels,IND,Direct,SUV,2024-05-27,2024,June,11,2,3594.88,7189.76,2,0,0,Credit Card,Platinum,0,0
DN709395,RoadKing,JPN,Loyalty Club,SUV,2024-01-17,2024,May,108,4,3829.98,15319.92,2,1,0,Debit Card,None,0,0
DN709396,PrimeCars,GBR,Direct,Hatchback,2025-05-21,2025,August,75,10,1773.42,17734.2,2,0,0,Credit Card,Silver,0,0
DN709397,DriveNow,IND,Corporate,SUV,2026-09-22,2026,October,16,3,3461.69,10385.07,2,0,0,Cash,None,1,1
DN709398,PrimeCars,IND,Direct,Hatchback,2026-06-02,2026,July,54,3,1923.79,5771.37,2,0,0,Debit Card,Platinum,0,0
DN709399,DriveNow,SGP,Corporate,Hatchback,2025-11-16,2025,December,33,3,1320.13,3960.39,1,1,0,Credit Card,None,0,1
DN709400,PrimeCars,IND,Corporate,Hatchback,2024-12-23,2025,February,42,5,1326.51,6632.55,1,0,1,Credit Card,None,0,0
DN709401,DriveNow,IND,Direct,Hatchback,2024-08-14,2024,August,13,5,1699.52,8497.6,4,1,0,Debit Card,Silver,1,0
DN709402,DriveNow,IND,Loyalty Club,SUV,2026-09-13,2026,November,64,6,3362.28,20173.68,2,0,0,Credit Card,Gold,1,1
DN709403,EcoRent,JPN,Online TA,Sedan,2024-04-28,2024,May,15,2,2840.16,5680.32,4,0,0,UPI,Gold,0,0
DN709404,PrimeCars,SGP,Online TA,Luxury,2023-11-14,2024,February,80,6,6482.77,38896.62,2,0,1,Debit Card,None,1,0
DN709405,RoadKing,SGP,Direct,SUV,2026-07-27,2026,October,76,2,3062.58,6125.16,2,0,0,Credit Card,None,0,1
DN709406,PrimeCars,THA,Loyalty Club,SUV,2025-01-25,2025,February,26,3,3479.33,10437.99,2,0,0,UPI,Silver,0,0
DN709407,CityWheels,IND,Direct,Sedan,2025-05-23,2025,June,9,6,2477.22,14863.32,1,0,0,Debit Card,None,0,0
DN709408,PrimeCars,FRA,Loyalty Club,Hatchback,2025-10-11,2026,February,124,3,1607.31,4821.93,3,2,0,UPI,Silver,0,1
DN709409,PrimeCars,DEU,Corporate,SUV,2024-06-06,2024,September,113,9,4097.49,36877.41,2,0,0,Credit Card,None,1,0
DN709410,EcoRent,ARE,Online TA,Sedan,2026-11-12,2026,December,19,1,2083.95,2083.95,2,0,1,Debit Card,Silver,0,0
DN709411,RoadKing,IND,Corporate,SUV,2025-07-23,2025,October,72,4,3885.63,15542.52,2,0,0,Debit Card,None,1,0
DN709412,RoadKing,SGP,Online TA,SUV,2026-04-16,2026,June,62,2,3328.22,6656.44,3,0,1,Cash,Silver,0,1
DN709413,EcoRent,AUS,Direct,SUV,2025-07-20,2025,August,27,4,3245.68,12982.72,2,0,0,UPI,Gold,1,0
DN709414,PrimeCars,IND,Online TA,Luxury,2026-05-05,2026,August,107,3,7063.15,21189.45,2,0,1,Credit Card,Silver,0,0
DN709415,CityWheels,IND,Online TA,SUV,2025-07-13,2025,August,34,5,3885.59,19427.95,1,0,0,Credit Card,None,0,0
DN709416,CityWheels,ARE,Online TA,SUV,2024-12-03,2025,January,50,1,4375.09,4375.09,2,0,1,Credit Card,Gold,1,1
DN709417,CityWheels,IND,Corporate,Luxury,2024-03-25,2024,July,99,8,7908.71,63269.68,1,0,0,Credit Card,Gold,1,0
DN709418,RoadKing,IND,Corporate,Sedan,2025-11-23,2026,January,42,14,1959.56,27433.84,1,0,0,Debit Card,None,1,0
DN709419,PrimeCars,GBR,Loyalty Club,Van,2026-11-15,2026,December,17,6,2517.49,15104.94,1,0,0,Credit Card,None,0,0
DN709420,EcoRent,IND,Direct,Premium SUV,2025-06-14,2025,August,67,9,4750.29,42752.61,2,2,0,Credit Card,Silver,0,0
DN709421,PrimeCars,ARE,Direct,Sedan,2024-04-22,2024,August,104,11,2759.55,30355.05,2,0,0,UPI,Silver,0,0
DN709422,RoadKing,SGP,Offline TA/TO,Hatchback,2026-06-30,2026,August,40,8,1388.8,11110.4,2,0,0,Credit Card,Silver,0,0
DN709423,EcoRent,IND,Online TA,Sedan,2026-02-05,2026,May,112,8,2394.22,19153.76,1,3,0,Cash,Silver,1,0
DN709424,EcoRent,AUS,Corporate,SUV,2024-03-01,2024,April,42,6,3152.11,18912.66,5,0,0,Corporate Billing,Silver,1,0
DN709425,EcoRent,ARE,Corporate,Sedan,2025-09-11,2025,November,68,9,2894.63,26051.67,2,0,0,Debit Card,None,0,0
DN709426,EcoRent,IND,Direct,Sedan,2026-04-30,2026,July,68,6,2266.8,13600.8,3,0,0,Debit Card,None,0,0
DN709427,CityWheels,JPN,Corporate,Premium SUV,2026-10-08,2026,November,31,11,4911.91,54031.01,2,0,1,UPI,None,1,0
DN709428,DriveNow,IND,Corporate,Van,2025-02-15,2025,April,63,3,4380.05,13140.15,1,0,0,Debit Card,Gold,0,0
DN709429,RoadKing,GBR,Loyalty Club,Premium SUV,2025-05-02,2025,June,38,6,5087.47,30524.82,5,0,0,Credit Card,Gold,0,0
DN709430,DriveNow,IND,Offline TA/TO,Hatchback,2024-07-20,2024,August,30,8,1779.04,14232.32,2,0,1,Credit Card,None,1,1
DN709431,EcoRent,IND,Loyalty Club,Sedan,2025-01-10,2025,January,13,3,2231.07,6693.21,3,0,0,Debit Card,None,0,0
DN709432,EcoRent,FRA,Online TA,Hatchback,2025-12-20,2026,January,27,2,2042.28,4084.56,2,0,0,Credit Card,None,1,0
DN709433,PrimeCars,AUS,Direct,Hatchback,2023-09-26,2024,January,107,13,1359.92,17678.96,1,0,0,Credit Card,None,1,0
DN709434,EcoRent,IND,Direct,Sedan,2025-10-23,2025,October,1,2,2669.4,5338.8,5,0,0,Corporate Billing,None,0,0
DN709435,PrimeCars,DEU,Loyalty Club,SUV,2025-07-29,2025,September,46,2,3308.64,6617.28,2,1,0,Cash,None,1,0
DN709436,CityWheels,USA,Loyalty Club,Sedan,2025-04-26,2025,July,87,6,3033.05,18198.3,2,0,0,Corporate Billing,Silver,0,1
DN709437,RoadKing,IND,Direct,Sedan,2025-04-04,2025,July,105,1,2499.72,2499.72,1,0,0,Credit Card,None,1,0
DN709438,DriveNow,IND,Direct,SUV,2026-06-24,2026,October,111,9,3154.54,28390.86,2,1,0,Debit Card,Silver,0,0
DN709439,DriveNow,JPN,Direct,Sedan,2026-05-06,2026,June,45,2,1598.94,3197.88,3,0,0,Credit Card,Platinum,0,0
DN709440,RoadKing,IND,Online TA,Hatchback,2026-07-23,2026,August,22,7,1292.21,9045.47,2,0,0,UPI,None,0,0
DN709441,DriveNow,IND,Offline TA/TO,SUV,2026-04-09,2026,June,61,7,3379.12,23653.84,3,0,1,Debit Card,Silver,0,0
DN709442,DriveNow,ARE,Loyalty Club,Luxury,2026-10-18,2026,November,24,6,6610.91,39665.46,1,0,0,Credit Card,Gold,1,1
DN709443,CityWheels,SGP,Direct,SUV,2026-08-28,2026,September,18,6,3061.49,18368.94,4,2,0,UPI,None,1,0
DN709444,RoadKing,THA,Online TA,Sedan,2025-03-14,2025,April,40,9,2373.43,21360.87,3,0,0,Debit Card,None,0,0
DN709445,RoadKing,ZAF,Direct,Sedan,2025-07-28,2025,November,100,1,3225.42,3225.42,2,0,0,Credit Card,None,1,0
DN709446,PrimeCars,ZAF,Online TA,Hatchback,2024-04-06,2024,May,35,2,1774.41,3548.82,2,2,0,Credit Card,None,1,0
DN709447,RoadKing,ARE,Online TA,Sedan,2024-04-23,2024,May,14,7,2586.87,18108.09,1,0,0,Credit Card,None,1,0
DN709448,DriveNow,IND,Corporate,Sedan,2025-08-09,2025,October,66,9,2095.68,18861.12,3,0,0,Corporate Billing,Silver,1,0
DN709449,CityWheels,USA,Corporate,SUV,2026-06-17,2026,July,33,7,2977.78,20844.46,1,0,0,Credit Card,None,1,0
DN709450,RoadKing,THA,Loyalty Club,Premium SUV,2025-04-29,2025,July,71,4,5757.72,23030.88,4,2,0,Credit Card,None,0,0
DN709451,CityWheels,IND,Corporate,SUV,2023-11-28,2024,February,92,5,3796.41,18982.05,3,0,0,Debit Card,None,0,0
DN709452,PrimeCars,DEU,Online TA,Sedan,2026-10-28,2026,November,15,10,2964.78,29647.8,3,0,0,Corporate Billing,None,0,0
DN709453,PrimeCars,IND,Direct,Premium SUV,2025-09-26,2025,November,38,5,5004.82,25024.1,2,0,0,UPI,Silver,0,0
DN709454,DriveNow,SGP,Direct,SUV,2026-05-05,2026,July,79,10,3589.78,35897.8,4,0,0,Credit Card,Silver,0,0
DN709455,RoadKing,ARE,Loyalty Club,Sedan,2025-12-27,2026,February,53,5,2142.16,10710.8,4,0,0,UPI,Gold,0,0
DN709456,EcoRent,FRA,Loyalty Club,Van,2024-10-07,2024,December,70,6,4050.66,24303.96,3,0,0,UPI,Silver,0,0
DN709457,DriveNow,IND,Corporate,Sedan,2026-04-13,2026,April,4,2,2350.83,4701.66,2,0,1,Credit Card,None,0,0
DN709458,CityWheels,THA,Corporate,Sedan,2025-12-05,2026,March,104,5,2388.22,11941.1,1,0,0,UPI,Gold,0,1
DN709459,RoadKing,GBR,Corporate,Hatchback,2025-08-30,2025,September,7,6,1997.66,11985.96,1,0,0,Credit Card,Silver,1,0
DN709460,EcoRent,IND,Online TA,Premium SUV,2024-06-01,2024,August,71,11,5823.55,64059.05,4,0,1,Debit Card,None,1,0
DN709461,EcoRent,IND,Corporate,Van,2026-08-26,2026,October,53,1,4769.04,4769.04,1,0,1,Credit Card,None,1,0
DN709462,RoadKing,IND,Direct,Premium SUV,2023-09-19,2024,February,154,6,4189.93,25139.58,1,0,0,Corporate Billing,None,0,0
DN709463,RoadKing,IND,Direct,SUV,2025-10-21,2025,November,11,13,3784.29,49195.77,2,0,0,Cash,None,0,0
DN709464,PrimeCars,USA,Corporate,SUV,2025-12-04,2026,January,29,4,3317.83,13271.32,3,0,0,Corporate Billing,Gold,0,0
DN709465,RoadKing,THA,Online TA,Hatchback,2026-04-12,2026,June,56,1,1686.41,1686.41,5,0,1,Debit Card,Gold,1,0
DN709466,RoadKing,MYS,Corporate,Hatchback,2026-11-10,2026,December,25,1,1516.94,1516.94,1,0,0,Debit Card,Platinum,0,0
DN709467,EcoRent,THA,Online TA,Sedan,2026-03-08,2026,May,68,2,2224.64,4449.28,2,0,0,Debit Card,None,0,0
DN709468,CityWheels,AUS,Corporate,Premium SUV,2025-10-23,2026,January,88,6,6069.71,36418.26,2,1,1,Corporate Billing,Silver,0,0
DN709469,EcoRent,ARE,Direct,Hatchback,2025-03-14,2025,April,42,4,1681.59,6726.36,2,0,0,Debit Card,Silver,0,0
