booking_id,airline,travel_year,travel_month,lead_time,adults,children,infants,country,agent,corporate_account,cabin_class,fare,is_cancelled,booking_channel,reservation_status,reservation_status_date,checked_bags,seat_changes
AL500727,IndiGo,2024,April,12,1,0,0,IND,117,,Economy,NA,0,Travel Agent,Check-Out,2024-04-27,3,1
AL515533,SpiceJet,2025,May,76,2,0,0,SGP,92,,Economy,10288.12,0,Website,Check-Out,2025-06-08,1,2
AL505652,IndiGo,2025,April,75,3,0,0,USA,126,,Economy,10816.24,0,Travel Agent,Check-Out,2025-04-30,1,2
AL503575,Air India,2026,September,100,1,1,0,IND,106,,Economy,11147.43,0,Airport Counter,Check-Out,2026-10-28,3,2
AL505829,Vistara,2025,April,8,2,0,0,IND,217,,Economy,11739.43,1,Airport Counter,Canceled,2025-04-06,1,0
AL500585,SpiceJet,2025,January,13,1,0,0,LKA,18,,Economy,7618.09,0,Travel Agent,Check-Out,2025-01-22,1,2
AL501496,Vistara,2024,May,63,2,1,0,SGP,260,,Economy,9343.3,0,Airport Counter,Check-Out,2024-06-13,0,1
AL511066,Akasa Air,2025,June,77,1,0,0,,178,,Premium Economy,12055.74,0,Website,Check-Out,2025-07-29,0,2
AL504439,AirAsia India,2026,March,1,1,0,0,SGP,105,,Economy,10308.19,0,Mobile App,Check-Out,2026-03-29,2,2
AL515499,SpiceJet,2025,May,20,3,0,0,THA,211,,Economy,4767.45,0,Corporate Desk,Check-Out,2025-05-19,1,1
AL506826,IndiGo,2025,July,42,1,0,0,NPL,325,,Economy,4302.87,0,Airport Counter,Check-Out,2025-08-02,2,2
AL510230,Vistara,2025,September,23,2,0,0,,161,,Economy,10495.09,0,Airport Counter,Check-Out,2025-10-19,1,1
AL510816,Vistara,2025,June,91,1,0,0,THA,104,,Economy,8788.15,0,Mobile App,Check-Out,2025-07-17,2,2
AL510054,AirAsia India,2025,August,100,1,1,0,GBR,5,,Economy,6341.65,0,Corporate Desk,Check-Out,2025-08-05,0,2
AL514031,Akasa Air,2025,July,132,2,0,0,QAT,200,,Economy,9603.56,1,Airport Counter,Canceled,2025-08-05,0,0
AL506452,Akasa Air,2024,November,203,1,0,1,ARE,5,,Economy,10761.02,0,Corporate Desk,Check-Out,2024-11-22,0,1
AL514958,Vistara,2024,November,129,2,0,0,THA,73,,Premium Economy,14038.99,1,Corporate Desk,Canceled,2024-11-12,0,1
AL512145,Akasa Air,2026,May,4,1,2,0,IND,96,,Economy,7120.05,0,Mobile App,Check-Out,2026-05-13,3,0
AL501894,Akasa Air,2024,March,106,2,0,0,THA,82,C150,Economy,11446.04,0,Website,Check-Out,2024-04-13,1,2
AL509331,Akasa Air,2026,March,17,1,0,0,LKA,99,,Premium Economy,17770.74,0,Website,Check-Out,2026-03-30,3,1
AL504568,Air India,2026,February,92,1,0,0,AUS,47,,Premium Economy,10932.53,0,Website,Check-Out,2026-03-11,3,1
AL511984,Air India,2024,March,15,1,0,0,MYS,63,,Economy,9866.34,1,Corporate Desk,Canceled,2024-04-13,0,2
AL514429,SpiceJet,2025,April,81,3,0,0,QAT,,,Business,34264.02,0,Website,Check-Out,2025-05-28,3,2
AL506142,IndiGo,2025,November,89,1,0,0,GBR,35,,Economy,7813.62,0,Mobile App,Check-Out,2025-11-12,2,2
AL505198,Air India,2025,July,59,2,0,0,DEU,40,,Economy,4888.86,0,Corporate Desk,No-Show,2025-07-31,1,1
AL513257,SpiceJet,2024,January,20,1,0,0,IND,194,C795,First,41271.1,1,Corporate Desk,Canceled,2024-02-09,3,2
AL507029,IndiGo,2025,April,19,1,0,0,IND,,,Economy,6604.07,0,Mobile App,Check-Out,2025-04-28,2,2
AL511279,IndiGo,2026,August,58,2,0,0,IND,191,,Economy,7787.71,0,Mobile App,Check-Out,2026-08-27,3,1
AL500345,SpiceJet,2024,February,62,1,0,0,MYS,243,,Economy,5788.56,0,Travel Agent,Check-Out,2024-04-03,0,0
AL505613,IndiGo,2025,June,42,1,0,0,IND,86,,Economy,9536.39,0,Mobile App,Check-Out,2025-07-05,2,0
AL500368,Vistara,2026,December,135,2,0,0,QAT,100,,Economy,NA,0,Airport Counter,Check-Out,2027-02-04,1,1
AL508924,Vistara,2025,May,36,1,2,0,IND,123,,Premium Economy,15719.18,0,Airport Counter,Check-Out,2025-05-23,2,0
AL511260,SpiceJet,2026,November,30,2,0,0,THA,309,,Economy,8856.19,0,Airport Counter,Check-Out,2026-11-30,2,2
AL500084,IndiGo,2025,October,40,1,0,0,USA,,,Business,30008.91,0,Corporate Desk,Check-Out,2025-11-02,1,0
AL502915,Akasa Air,2026,April,19,1,0,0,IND,193,,Economy,7397.38,0,Website,Check-Out,2026-05-18,0,0
AL504102,SpiceJet,2025,July,65,2,0,0,IND,153,,Economy,8927.27,0,Airport Counter,No-Show,2025-08-20,1,0
AL506637,IndiGo,2025,July,5,4,0,0,QAT,228,,Economy,12839.87,0,Website,Check-Out,2025-07-24,2,1
AL515930,Akasa Air,2025,August,21,1,,0,THA,,,First,75511.91,1,Corporate Desk,Canceled,2025-09-19,2,2
AL503055,SpiceJet,2026,August,64,2,0,0,LKA,146,,Business,26289.61,1,Corporate Desk,Canceled,2026-09-06,1,0
AL509236,Vistara,2026,June,42,1,0,0,MYS,215,,Business,37838.05,0,Travel Agent,Check-Out,2026-07-09,1,0
AL510122,IndiGo,2026,July,2,1,0,0,,102,,Economy,10294.17,0,Corporate Desk,Check-Out,2026-08-01,3,2
AL502694,Vistara,2024,August,78,1,0,0,LKA,134,,Economy,4878.21,0,Website,Check-Out,2024-09-12,2,2
AL515096,Air India,2025,July,22,1,1,0,IND,308,,Economy,11457.69,1,Airport Counter,Canceled,2025-07-15,1,2
AL505849,Vistara,2024,December,170,1,0,0,USA,183,,Economy,9712.2,0,Travel Agent,Check-Out,2024-12-24,2,2
AL513774,Air India,2025,April,25,2,1,0,MYS,77,,Economy,11889.05,0,Corporate Desk,Check-Out,2025-05-17,0,1
AL515397,Vistara,2026,September,97,2,0,0,LKA,183,,Economy,6951.93,0,Travel Agent,Check-Out,2026-10-21,1,2
AL513583,IndiGo,2024,June,81,1,0,0,,313,,Business,17907.73,0,Travel Agent,Check-Out,2024-07-13,2,1
AL513469,Akasa Air,2026,July,52,1,0,0,DEU,175,,Economy,9278.31,1,Corporate Desk,Canceled,2026-08-27,1,0
AL513401,AirAsia India,2025,January,24,1,0,0,IND,297,,Economy,8532.53,0,Corporate Desk,Check-Out,2025-01-28,1,2
AL501944,Akasa Air,2024,November,70,2,0,0,THA,31,,Economy,10483.7,1,Airport Counter,Canceled,2024-11-20,3,1
AL506036,AirAsia India,2026,December,17,1,0,0,IND,332,,Economy,4643.07,0,Airport Counter,Check-Out,2027-01-17,0,2
AL513391,Air India,2026,August,27,1,0,0,IND,40,,First,41193.52,0,Airport Counter,Check-Out,2026-09-28,1,2
AL507107,Vistara,2026,July,21,1,0,0,USA,264,,Premium Economy,12006.27,0,Mobile App,Check-Out,2026-08-20,2,0
AL501474,AirAsia India,2025,September,16,2,0,0,,336,,Premium Economy,21224.76,0,Travel Agent,Check-Out,2025-09-11,0,2
AL513647,AirAsia India,2024,October,10,1,1,0,SGP,216,,Premium Economy,13343.31,0,Corporate Desk,Check-Out,2024-11-10,2,1
AL503424,Akasa Air,2024,June,110,2,0,0,ARE,246,,Economy,8571.36,0,Travel Agent,Check-Out,2024-07-17,0,0
AL509835,Akasa Air,2025,May,135,2,2,1,ARE,40,,Business,27198.55,0,Travel Agent,Check-Out,2025-06-16,2,0
AL509371,Vistara,2025,April,37,1,0,0,GBR,45,,Business,16558.32,1,Mobile App,Canceled,2025-04-19,2,1
AL500837,Air India,2026,December,88,1,0,0,QAT,126,,Economy,7600.06,0,Website,Check-Out,2027-01-09,2,2
AL512689,Air India,2026,June,57,2,0,0,SGP,153,,Economy,9235.7,0,Travel Agent,Check-Out,2026-07-03,1,1
AL508621,Akasa Air,2025,July,156,1,0,0,IND,234,,Economy,9007.65,0,Website,No-Show,2025-07-31,2,0
AL500198,Air India,2025,October,35,2,0,0,IND,48,,Economy,8869.12,0,Travel Agent,Check-Out,2025-10-25,3,0
AL508928,Vistara,2025,January,2,1,0,0,,102,,Economy,6541.15,0,Travel Agent,Check-Out,2025-02-15,2,0
AL514677,Akasa Air,2024,July,73,1,,0,USA,237,,Premium Economy,6549.02,0,Website,Check-Out,2024-08-17,0,1
AL515353,IndiGo,2024,May,80,1,0,0,IND,308,,Business,27999.19,0,Mobile App,Check-Out,2024-06-21,2,1
AL501901,AirAsia India,2026,January,80,1,1,0,MYS,47,,Economy,4945.8,1,Travel Agent,Canceled,2026-02-02,3,1
AL510965,SpiceJet,2026,June,91,1,0,0,IND,291,,Business,31307.38,0,Website,Check-Out,2026-06-30,1,1
AL507788,Air India,2025,October,79,1,0,0,IND,35,,Business,31837.47,0,Mobile App,Check-Out,2025-10-07,2,0
AL512022,AirAsia India,2025,September,46,3,0,0,QAT,42,,Economy,5661.89,0,Airport Counter,Check-Out,2025-09-24,2,1
AL512432,SpiceJet,2025,May,79,3,2,0,USA,,,Premium Economy,16292.74,0,Airport Counter,No-Show,2025-05-29,2,2
AL511487,AirAsia India,2025,March,197,2,0,0,IND,,,Premium Economy,19555.15,1,Airport Counter,Canceled,2025-03-27,0,1
AL507006,IndiGo,2026,January,22,1,0,0,IND,42,,First,25339.88,0,Travel Agent,Check-Out,2026-01-11,1,0
AL502032,Vistara,2025,September,89,1,0,0,AUS,291,,Premium Economy,16885.42,0,Mobile App,Check-Out,2025-10-09,2,2
AL503632,Vistara,2025,October,121,1,0,0,AUS,118,,Economy,6630.76,0,Mobile App,Check-Out,2025-10-18,2,0
AL509745,SpiceJet,2025,December,51,1,2,0,USA,315,,Business,22363.4,0,Airport Counter,Check-Out,2025-12-14,2,1
AL502070,Air India,2025,March,13,2,1,0,,309,,Economy,9277.89,0,Mobile App,Check-Out,2025-04-24,3,0
AL512690,SpiceJet,2025,December,177,1,2,0,IND,312,,Premium Economy,18033.93,0,Airport Counter,Check-Out,2026-01-15,2,0
AL508746,SpiceJet,2025,November,86,1,1,0,LKA,316,,Economy,5628.08,0,Travel Agent,Check-Out,2025-11-29,3,2
AL505721,AirAsia India,2025,November,171,1,0,0,MYS,241,C337,Economy,10683.47,0,Website,Check-Out,2025-12-23,2,2
AL508220,SpiceJet,2024,June,22,1,0,0,THA,60,,Economy,5173.44,0,Website,Check-Out,2024-07-07,2,2
AL505960,Vistara,2026,June,103,2,0,0,THA,81,,Economy,12734.92,0,Website,Check-Out,2026-07-04,3,2
AL515529,Air India,2026,February,35,1,0,0,IND,8,,Economy,7353.76,0,Airport Counter,Check-Out,2026-04-06,2,0
AL504254,Air India,2026,December,88,1,0,0,SGP,179,,Business,28773.16,0,Mobile App,Check-Out,2027-01-10,1,0
AL509189,IndiGo,2024,October,61,1,0,1,AUS,107,,Business,16407.08,0,Website,Check-Out,2024-11-27,3,0
AL507184,IndiGo,2024,February,66,1,0,0,AUS,75,,Economy,8829.5,0,Airport Counter,Check-Out,2024-03-24,3,0
AL504269,SpiceJet,2026,July,6,1,0,0,QAT,259,,Economy,4026.84,0,Travel Agent,Check-Out,2026-08-04,1,2
AL505426,Vistara,2025,July,44,1,0,0,IND,214,,Economy,5106.0,0,Travel Agent,Check-Out,2025-08-17,3,2
AL502332,SpiceJet,2025,March,121,1,0,0,IND,232,,Premium Economy,9385.18,1,Airport Counter,Canceled,2025-03-26,1,2
AL502362,Air India,2025,November,36,2,0,0,DEU,229,,Economy,2086.5,0,Travel Agent,No-Show,2025-11-17,1,1
AL513862,IndiGo,2026,September,151,1,0,0,GBR,5,,Economy,10033.94,0,Mobile App,Check-Out,2026-09-14,3,1
AL512752,Vistara,2024,January,121,1,0,0,IND,213,C592,First,39637.19,0,Mobile App,Check-Out,2024-01-12,0,1
AL507173,Akasa Air,2026,February,108,1,1,0,NPL,,,Economy,3641.32,0,Website,Check-Out,2026-03-04,0,1
AL500443,IndiGo,2024,June,81,1,2,0,IND,202,,Business,27810.15,1,Corporate Desk,Canceled,2024-07-15,2,0
AL501322,SpiceJet,2024,October,2,1,2,0,GBR,27,,Economy,6969.07,0,Travel Agent,Check-Out,2024-11-01,1,2
AL508815,SpiceJet,2024,April,20,2,0,0,IND,150,,Economy,9755.57,1,Airport Counter,Canceled,2024-04-08,2,1
AL505197,Air India,2025,November,70,1,0,0,,38,,Economy,10798.32,0,Mobile App,Check-Out,2025-12-13,3,0
AL506479,AirAsia India,2025,October,2,1,0,0,SGP,140,,Economy,12189.5,0,Website,Check-Out,2025-10-24,3,1
AL513903,Air India,2025,August,106,1,0,0,IND,161,,Premium Economy,12850.62,0,Corporate Desk,Check-Out,2025-08-30,2,2
AL512197,Akasa Air,2026,October,76,1,0,0,NPL,290,,Economy,10481.34,0,Website,Check-Out,2026-11-04,0,0
AL504336,SpiceJet,2025,June,90,1,0,0,IND,,,Economy,10465.65,0,Website,Check-Out,2025-07-09,1,0
AL505345,SpiceJet,2026,September,110,1,1,0,MYS,38,,Economy,4655.4,0,Travel Agent,Check-Out,2026-10-21,0,0
AL512838,IndiGo,2024,September,99,1,1,0,THA,39,,Economy,6323.76,1,Travel Agent,Canceled,2024-09-14,3,1
AL506983,Akasa Air,2026,May,143,2,2,0,ARE,178,,Economy,9230.94,0,Mobile App,Check-Out,2026-06-04,2,1
AL503067,Akasa Air,2026,May,80,1,0,0,IND,329,,Economy,8172.39,0,Website,Check-Out,2026-06-27,3,1
AL504238,IndiGo,2026,October,76,1,2,0,MYS,178,,Economy,4459.55,0,Website,Check-Out,2026-11-14,2,2
AL504893,Air India,2025,August,93,1,0,0,IND,36,,First,42592.79,0,Corporate Desk,Check-Out,2025-09-01,2,2
AL504512,SpiceJet,2026,September,31,3,0,0,GBR,9,,Premium Economy,14954.75,0,Airport Counter,Check-Out,2026-10-14,1,0
AL509437,Air India,2025,March,9,1,0,0,USA,,,Economy,11508.35,0,Travel Agent,Check-Out,2025-04-01,0,2
AL508599,IndiGo,2026,April,84,1,1,0,THA,290,,Economy,5825.82,0,Corporate Desk,Check-Out,2026-04-29,0,2
AL515539,AirAsia India,2024,August,14,1,0,0,IND,,,Economy,4133.92,0,Website,Check-Out,2024-08-27,3,2
AL505337,Air India,2026,March,34,2,0,0,MYS,65,,Premium Economy,15028.18,1,Mobile App,Canceled,2026-04-08,1,2
AL512382,Vistara,2024,January,86,2,0,0,IND,61,,Economy,6838.51,1,Travel Agent,Canceled,2024-01-29,1,1
AL500910,SpiceJet,2024,November,58,1,1,0,GBR,55,,Business,12615.64,0,Corporate Desk,Check-Out,2024-12-20,3,2
AL513642,Akasa Air,2024,March,36,3,0,0,LKA,,,Premium Economy,12438.74,0,Travel Agent,Check-Out,2024-04-06,1,2
AL515192,IndiGo,2024,July,37,1,0,0,IND,64,,Economy,12567.17,0,Airport Counter,Check-Out,2024-08-12,2,0
AL509346,Air India,2024,December,92,1,0,0,IND,145,,Business,29194.31,0,Airport Counter,Check-Out,2024-12-09,2,2
AL510179,Vistara,2026,April,13,2,3,0,MYS,89,,Economy,6665.77,0,Corporate Desk,Check-Out,2026-05-19,1,2
AL504174,SpiceJet,2024,August,20,1,0,0,,106,,Premium Economy,12752.5,0,Airport Counter,Check-Out,2024-09-14,0,2
AL508655,IndiGo,2024,November,65,2,1,0,USA,186,,Economy,7528.91,0,Travel Agent,Check-Out,2024-12-11,3,1
AL501060,AirAsia India,2026,December,35,1,0,1,AUS,280,,Premium Economy,12940.12,0,Travel Agent,Check-Out,2027-01-17,2,2
AL509079,SpiceJet,2025,July,71,1,2,0,GBR,172,,Economy,7784.69,0,Travel Agent,Check-Out,2025-07-27,0,0
AL508904,Akasa Air,2026,December,88,1,0,0,MYS,159,,Economy,4954.24,0,Mobile App,Check-Out,2027-01-15,3,2
AL512453,SpiceJet,2025,December,129,3,0,0,NPL,238,,First,32905.78,0,Corporate Desk,Check-Out,2025-12-25,1,0
AL505595,Akasa Air,2026,March,53,4,3,0,IND,34,,Premium Economy,22929.65,0,Travel Agent,Check-Out,2026-03-25,1,0
AL504722,Vistara,2026,April,96,2,NA,0,IND,119,,Premium Economy,11623.2,0,Corporate Desk,Check-Out,2026-05-26,3,2
AL506047,AirAsia India,2024,February,54,2,0,0,IND,100,,Premium Economy,16633.66,0,Mobile App,Check-Out,2024-03-15,0,1
AL507221,Vistara,2024,September,49,1,NA,0,,,,Business,NA,0,Mobile App,Check-Out,2024-09-28,0,1
AL509484,SpiceJet,2025,January,17,2,0,0,QAT,263,,Premium Economy,9788.98,0,Airport Counter,Check-Out,2025-01-26,2,2
AL500809,SpiceJet,2024,October,75,3,0,0,LKA,118,,Business,24243.47,0,Travel Agent,Check-Out,2024-11-07,3,0
AL512554,AirAsia India,2024,August,53,1,0,0,IND,192,,Business,31726.12,0,Website,Check-Out,2024-08-06,1,1
AL507841,Akasa Air,2026,June,72,2,0,0,IND,299,,Premium Economy,10809.81,0,Airport Counter,Check-Out,2026-06-29,0,0
AL514676,Air India,2025,May,64,2,2,0,IND,232,,Economy,7722.36,0,Airport Counter,Check-Out,2025-05-13,1,1
AL500949,Air India,2024,November,19,2,0,0,ARE,231,,Premium Economy,6794.14,0,Travel Agent,Check-Out,2024-12-06,1,1
AL515505,Vistara,2025,November,38,2,0,0,DEU,,,Premium Economy,15835.3,0,Mobile App,Check-Out,2025-11-22,1,2
AL500800,Air India,2025,February,39,2,0,0,IND,97,,Economy,8881.94,0,Mobile App,Check-Out,2025-03-21,0,0
AL514384,AirAsia India,2026,March,89,1,0,0,ARE,312,,Business,12781.79,0,Airport Counter,Check-Out,2026-05-01,2,1
AL509952,IndiGo,2025,May,19,1,0,0,ARE,80,,Economy,9821.39,0,Website,Check-Out,2025-06-14,1,2
AL512618,SpiceJet,2025,July,31,1,1,1,ARE,223,,Economy,4848.94,0,Airport Counter,Check-Out,2025-07-11,0,0
AL514126,IndiGo,2026,November,171,2,0,0,IND,45,,Economy,6910.89,0,Travel Agent,Check-Out,2026-11-27,0,2
AL500218,Air India,2025,May,90,2,0,0,USA,20,,Economy,10598.26,1,Airport Counter,Canceled,2025-06-02,0,2
AL504919,AirAsia India,2024,October,53,2,0,0,IND,101,,Economy,9079.98,0,Travel Agent,Check-Out,2024-10-19,0,0
AL501129,IndiGo,2024,March,88,1,1,0,IND,,,Premium Economy,17059.26,0,Travel Agent,Check-Out,2024-04-08,1,2
AL502921,SpiceJet,2024,July,19,3,0,0,LKA,298,,Business,34287.43,0,Mobile App,Check-Out,2024-07-17,0,0
AL507195,SpiceJet,2026,February,11,1,0,0,GBR,91,,Economy,5677.27,0,Travel Agent,Check-Out,2026-03-04,3,0
AL514198,Akasa Air,2026,November,10,1,0,0,USA,223,,Economy,6237.44,0,Travel Agent,Check-Out,2026-12-24,2,2
AL508185,IndiGo,2024,May,57,1,0,0,IND,12,,Economy,9544.24,0,Airport Counter,Check-Out,2024-06-10,1,1
AL500224,Akasa Air,2025,February,58,2,0,0,ARE,169,,Business,29489.16,1,Travel Agent,Canceled,2025-03-11,3,1
AL505807,Vistara,2024,April,176,2,0,0,ARE,,,Economy,9050.72,0,Website,No-Show,2024-05-22,1,2
AL504076,IndiGo,2025,March,120,1,0,0,THA,47,,Premium Economy,6797.56,0,Airport Counter,No-Show,2025-04-12,3,2
AL510132,IndiGo,2024,January,50,2,2,0,DEU,16,,Business,18676.61,0,Airport Counter,Check-Out,2024-03-02,2,2
AL503078,IndiGo,2025,April,67,1,0,0,THA,171,,Economy,13325.37,0,Mobile App,Check-Out,2025-04-30,3,0
AL500665,IndiGo,2024,September,60,1,0,0,AUS,120,,Economy,7464.61,0,Website,No-Show,2024-09-30,0,1
AL500021,Vistara,2024,March,74,2,NA,0,AUS,172,,Economy,7554.18,0,Mobile App,Check-Out,2024-04-14,2,1
AL502077,SpiceJet,2025,March,183,1,0,0,DEU,183,C955,Economy,5883.97,0,Mobile App,Check-Out,2025-04-12,2,2
AL504151,Air India,2025,January,29,1,0,0,SGP,,,Business,43337.77,0,Travel Agent,Check-Out,2025-01-16,0,0
AL500434,Akasa Air,2024,July,82,2,1,0,ARE,74,,Economy,NA,0,Travel Agent,Check-Out,2024-08-24,1,0
AL515988,Air India,2024,May,28,2,0,0,ARE,236,,Economy,8714.09,0,Airport Counter,Check-Out,2024-05-30,0,1
AL512247,Akasa Air,2026,May,5,1,,0,ARE,98,,Economy,10031.81,0,Airport Counter,No-Show,2026-06-10,3,2
AL502957,IndiGo,2024,April,9,1,3,0,IND,,,Premium Economy,20575.79,0,Airport Counter,Check-Out,2024-04-27,2,1
AL503784,Vistara,2024,August,86,3,0,0,IND,232,,Premium Economy,14386.68,1,Corporate Desk,Canceled,2024-09-04,3,1
AL511485,SpiceJet,2024,May,21,1,,0,LKA,270,,Economy,7248.1,0,Mobile App,Check-Out,2024-06-02,3,2
AL515569,Akasa Air,2026,August,48,2,0,0,USA,174,,Premium Economy,9600.81,0,Travel Agent,No-Show,2026-08-27,1,2
AL515022,Vistara,2024,December,32,2,0,0,IND,,,Economy,11770.05,0,Travel Agent,Check-Out,2024-12-11,1,2
AL506439,Air India,2024,July,77,3,0,0,IND,,,Economy,10274.13,0,Travel Agent,Check-Out,2024-07-23,1,1
AL508835,SpiceJet,2025,March,8,2,0,0,IND,189,,Business,11321.06,0,Mobile App,Check-Out,2025-03-30,1,1
AL503090,IndiGo,2025,July,142,2,0,0,QAT,90,,First,44704.52,0,Mobile App,Check-Out,2025-07-27,2,0
AL506455,Akasa Air,2024,November,72,2,0,0,IND,65,,Business,43829.89,0,Travel Agent,Check-Out,2024-12-16,2,1
AL514607,Air India,2025,May,82,1,0,0,ARE,312,,Economy,5706.2,0,Airport Counter,Check-Out,2025-06-04,0,0
AL511035,Akasa Air,2025,February,118,2,0,0,GBR,32,,Economy,10510.14,0,Mobile App,No-Show,2025-02-05,2,0
AL508389,Akasa Air,2026,May,8,2,0,0,SGP,,,Premium Economy,19980.07,0,Travel Agent,Check-Out,2026-06-05,3,1
AL509139,IndiGo,2024,April,26,1,0,0,SGP,77,,Economy,10595.72,0,Airport Counter,Check-Out,2024-05-06,3,1
AL514077,SpiceJet,2024,April,86,2,2,0,ARE,164,,Economy,5339.1,1,Corporate Desk,Canceled,2024-04-12,1,2
AL510101,IndiGo,2025,March,169,2,0,0,LKA,,,Economy,3697.4,0,Mobile App,Check-Out,2025-03-08,1,0
AL503873,AirAsia India,2025,April,14,1,0,0,ARE,84,,Business,25994.85,1,Website,Canceled,2025-05-21,2,1
AL511516,IndiGo,2026,January,29,1,0,0,NPL,20,,Economy,9379.22,0,Travel Agent,Check-Out,2026-02-14,0,0
AL513629,SpiceJet,2025,November,89,1,1,0,IND,191,,Economy,9555.35,0,Corporate Desk,Check-Out,2025-12-14,1,1
AL506128,IndiGo,2024,March,12,2,,0,QAT,81,,Economy,7785.93,1,Mobile App,Canceled,2024-04-08,2,0
AL500127,AirAsia India,2026,February,92,2,0,0,IND,78,,Economy,4304.48,0,Mobile App,Check-Out,2026-03-08,0,0
AL507839,Air India,2025,September,80,2,0,0,SGP,258,,Economy,10944.54,0,Mobile App,Check-Out,2025-09-11,3,2
AL511721,AirAsia India,2026,May,72,1,0,1,AUS,135,,Economy,6708.27,1,Travel Agent,Canceled,2026-05-28,0,1
AL503791,IndiGo,2026,September,152,1,0,0,LKA,68,,Economy,6852.2,1,Airport Counter,Canceled,2026-10-10,0,1
AL500430,Air India,2026,November,9,1,0,0,IND,144,,Business,37203.27,0,Airport Counter,Check-Out,2027-01-04,2,1
AL509118,Akasa Air,2024,October,173,1,0,0,SGP,60,,Business,18321.86,0,Travel Agent,Check-Out,2024-10-28,1,2
AL508335,SpiceJet,2025,December,107,2,0,0,USA,180,,Business,29753.03,0,Airport Counter,Check-Out,2026-01-20,2,0
AL509814,Air India,2025,August,148,1,0,0,IND,315,,Economy,7939.3,0,Airport Counter,Check-Out,2025-08-17,1,0
AL509673,SpiceJet,2025,February,67,2,,0,IND,3,C390,Economy,7439.66,0,Website,Check-Out,2025-03-05,3,1
AL504270,SpiceJet,2025,June,93,2,0,0,IND,201,,First,34565.83,0,Travel Agent,Check-Out,2025-07-01,3,2
AL501443,AirAsia India,2024,September,41,2,0,0,ARE,74,,Economy,5108.31,0,Mobile App,Check-Out,2024-10-18,3,2
AL512806,Air India,2026,April,21,1,0,0,MYS,167,,Premium Economy,11567.46,1,Airport Counter,Canceled,2026-06-01,3,0
AL506204,SpiceJet,2026,March,38,1,0,0,GBR,,,Business,20016.64,1,Airport Counter,Canceled,2026-04-12,1,1
AL506106,IndiGo,2025,June,1,2,0,0,IND,236,,Economy,9161.3,0,Mobile App,Check-Out,2025-07-20,1,2
AL503834,Air India,2026,October,96,2,0,0,IND,42,,Economy,4685.07,1,Website,Canceled,2026-11-17,0,0
AL509944,SpiceJet,2026,June,31,2,2,0,AUS,52,,Economy,7659.62,0,Travel Agent,Check-Out,2026-07-13,0,2
AL502687,Akasa Air,2025,December,72,1,0,0,ARE,192,,Business,19418.56,0,Airport Counter,Check-Out,2025-12-29,1,2
AL513128,SpiceJet,2024,February,113,1,2,1,ARE,176,,Business,21292.33,0,Website,Check-Out,2024-02-23,1,2
AL505252,Akasa Air,2024,November,43,3,0,0,SGP,160,,Business,24419.67,0,Website,Check-Out,2024-11-07,0,2
AL504371,Air India,2025,August,15,2,1,0,GBR,,,Economy,7115.02,0,Travel Agent,Check-Out,2025-09-06,2,2
AL511563,Vistara,2025,June,35,1,0,0,THA,274,,Economy,7709.73,0,Airport Counter,Check-Out,2025-06-30,0,2
AL510155,Akasa Air,2024,January,110,2,0,0,SGP,311,,Economy,3678.58,0,Airport Counter,Check-Out,2024-02-21,2,1
AL500645,AirAsia India,2026,November,5,3,0,0,IND,197,,Economy,13673.16,0,Corporate Desk,Check-Out,2026-11-21,1,2
AL500818,Vistara,2026,June,34,1,0,0,AUS,211,,Economy,5313.24,0,Airport Counter,No-Show,2026-06-19,2,2
AL509810,Vistara,2026,August,51,1,0,0,GBR,298,,Business,18553.32,0,Website,Check-Out,2026-08-24,2,1
AL512540,Air India,2025,October,112,1,0,0,IND,3,,Business,18698.08,1,Travel Agent,Canceled,2025-11-04,1,0
AL506564,AirAsia India,2024,August,33,2,0,0,IND,93,,Economy,4590.98,0,Mobile App,Check-Out,2024-09-08,0,0
AL513365,Akasa Air,2024,December,10,1,0,0,LKA,260,,Economy,1968.13,0,Corporate Desk,Check-Out,2025-01-11,2,1
AL513343,SpiceJet,2025,May,24,2,2,0,,18,,Economy,3456.28,1,Travel Agent,Canceled,2025-06-06,1,2
AL503130,Air India,2024,August,34,2,0,0,,235,,Economy,11755.04,0,Airport Counter,Check-Out,2024-08-30,0,1
AL507351,SpiceJet,2024,March,89,1,0,0,ARE,,,Economy,5531.98,1,Corporate Desk,Canceled,2024-03-25,1,0
AL509592,SpiceJet,2026,February,193,2,0,0,THA,60,,Economy,4926.7,0,Mobile App,Check-Out,2026-02-27,2,0
AL501610,Akasa Air,2025,September,48,1,0,0,IND,43,,Premium Economy,15184.78,0,Mobile App,Check-Out,2025-09-18,0,2
AL508933,SpiceJet,2025,March,16,2,0,0,QAT,332,,Economy,6960.36,0,Travel Agent,Check-Out,2025-03-23,0,1
AL505324,SpiceJet,2025,May,23,1,1,0,ARE,172,,Economy,6344.87,0,Mobile App,Check-Out,2025-06-26,0,0
AL508791,Vistara,2025,May,59,2,NA,0,QAT,316,,Economy,12009.06,0,Corporate Desk,Check-Out,2025-05-25,1,1
AL503425,Akasa Air,2026,October,49,1,0,0,NPL,,,Business,49479.61,0,Airport Counter,Check-Out,2026-10-19,1,0
AL510034,AirAsia India,2024,September,125,1,0,0,USA,279,,Premium Economy,NA,1,Travel Agent,Canceled,2024-10-04,1,1
